16061,北海道 後志地方,神恵内（カモエナイ）
16076,北海道 後志地方,余市（ヨイチ）
16091,北海道 後志地方,小樽（オタル）
16126,北海道 後志地方,赤井川（アカイガワ）
16156,北海道 後志地方,共和（キョウワ）
16206,北海道 後志地方,蘭越（ランコシ）
16217,北海道 後志地方,倶知安（クッチャン）
16252,北海道 後志地方,寿都（スッツ）
16272,北海道 後志地方,ニセコ（ニセコ）
16281,北海道 後志地方,真狩（マッカリ）
16286,北海道 後志地方,喜茂別（キモベツ）
16321,北海道 後志地方,黒松内（クロマツナイ）
17036,北海道 網走・北見・紋別地方,雄武（オウム）
17076,北海道 網走・北見・紋別地方,興部（オコッペ）
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）
17246,北海道 網走・北見・紋別地方,常呂（トコロ）
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）
17341,北海道 網走・北見・紋別地方,網走（アバシリ）
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）
17521,北海道 網走・北見・紋別地方,北見（キタミ）
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）
17561,北海道 網走・北見・紋別地方,斜里（シャリ）
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）
17607,北海道 網走・北見・紋別地方,境野（サカイノ）
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）
17717,北海道 網走・北見・紋別地方,津別（ツベツ）
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）
18038,北海道 根室地方,羅臼（ラウス）
18091,北海道 根室地方,糸櫛別（イトクシベツ）
18136,北海道 根室地方,標津（シベツ）
18161,北海道 根室地方,上標津（カミシベツ）
18171,北海道 根室地方,中標津（ナカシベツ）
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）
18256,北海道 根室地方,別海（ベツカイ）
18273,北海道 根室地方,根室（ネムロ）
18281,北海道 根室地方,納沙布（ノサップ）
18311,北海道 根室地方,厚床（アットコ）
19021,北海道 釧路地方,川湯（カワユ）
19051,北海道 釧路地方,弟子屈（テシカガ）
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）
19151,北海道 釧路地方,標茶（シベチャ）
19191,北海道 釧路地方,鶴居（ツルイ）
19261,北海道 釧路地方,中徹別（ナカテシベツ）
19281,北海道 釧路地方,塘路（トウロ）
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）
19311,北海道 釧路地方,榊町（サカキマチ）
19346,北海道 釧路地方,阿寒（アカン）
19347,北海道 釧路地方,鶴丘（ツルオカ）
19376,北海道 釧路地方,太田（オオタ）
19406,北海道 釧路地方,二俣（フタマタ）
19416,北海道 釧路地方,白糠（シラヌカ）
19432,北海道 釧路地方,釧路（クシロ）
19451,北海道 釧路地方,知方学（チッポマナイ）
20047,北海道 十勝地方,三股（ミツマタ）
20071,北海道 十勝地方,小利別（ショウトシベツ）
20146,北海道 十勝地方,陸別（リクベツ）
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）
20202,北海道 十勝地方,柏倉（カシワクラ）
20222,北海道 十勝地方,上螺湾（カミラワン）
20266,北海道 十勝地方,上士幌（カミシホロ）
20276,北海道 十勝地方,足寄（アショロ）
20331,北海道 十勝地方,押帯（オショップ）
20341,北海道 十勝地方,本別（ホンベツ）
20356,北海道 十勝地方,新得（シントク）
20361,北海道 十勝地方,鹿追（シカオイ）
20371,北海道 十勝地方,駒場（コマバ）
20421,北海道 十勝地方,芽室（メムロ）
20432,北海道 十勝地方,帯広（オビヒロ）
20441,北海道 十勝地方,池田（イケダ）
20451,北海道 十勝地方,留真（ルシン）
20506,北海道 十勝地方,浦幌（ウラホロ）
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）
20556,北海道 十勝地方,糠内（ヌカナイ）
20601,北海道 十勝地方,上札内（カミサツナイ）
20606,北海道 十勝地方,更別（サラベツ）
20631,北海道 十勝地方,大津（オオツ）
20696,北海道 十勝地方,大樹（タイキ）
20751,北海道 十勝地方,広尾（ヒロオ）
21031,北海道 胆振地方,安平（アビラ）
21111,北海道 胆振地方,厚真（アツマ）
21126,北海道 胆振地方,穂別（ホベツ）
21161,北海道 胆振地方,大滝（オオタキ）
21171,北海道 胆振地方,森野（モリノ）
21187,北海道 胆振地方,苫小牧（トマコマイ）
21226,北海道 胆振地方,大岸（オオキシ）
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）
21251,北海道 胆振地方,カルルス（カルルス）
21261,北海道 胆振地方,白老（シラオイ）
21276,北海道 胆振地方,鵡川（ムカワ）
21297,北海道 胆振地方,伊達（ダテ）
21312,北海道 胆振地方,登別（ノボリベツ）
21323,北海道 胆振地方,室蘭（ムロラン）
22036,北海道 日高地方,日高（ヒダカ）
22072,北海道 日高地方,仁世宇（ニセウ）
22106,北海道 日高地方,旭（アサヒ）
22141,北海道 日高地方,日高門別（ヒダカモンベツ）
22156,北海道 日高地方,新和（シンワ）
22206,北海道 日高地方,笹山（ササヤマ）
22241,北海道 日高地方,静内（シズナイ）
22291,北海道 日高地方,三石（ミツイシ）
22306,北海道 日高地方,中杵臼（ナカキネウス）
22327,北海道 日高地方,浦河（ウラカワ）
22356,北海道 日高地方,目黒（メグロ）
22366,北海道 日高地方,幌満（ホロマン）
22391,北海道 日高地方,えりも岬（エリモミサキ）
23031,北海道 渡島地方,長万部（オシャマンベ）
23086,北海道 渡島地方,八雲（ヤクモ）
23166,北海道 渡島地方,森（モリ）
23191,北海道 渡島地方,大沼（オオヌマ）
23206,北海道 渡島地方,川汲（カックミ）
23226,北海道 渡島地方,北斗（ホクト）
23232,北海道 渡島地方,函館（ハコダテ）
23281,北海道 渡島地方,高松（タカマツ）
23291,北海道 渡島地方,戸井泊（トイトマリ）
23321,北海道 渡島地方,知内（シリウチ）
23326,北海道 渡島地方,木古内（キコナイ）
23356,北海道 渡島地方,千軒（センゲン）
23376,北海道 渡島地方,松前（マツマエ）
24141,北海道 渡島地方,熊石（クマイシ）
24041,北海道 檜山地方,せたな（セタナ）
24051,北海道 檜山地方,今金（イマカネ）
24101,北海道 檜山地方,奥尻（オクシリ）
24156,北海道 檜山地方,米岡（ヨネオカ）
24166,北海道 檜山地方,潮見（シオミ）
24201,北海道 檜山地方,鶉（ウズラ）
24217,北海道 檜山地方,江差（エサシ）
24236,北海道 檜山地方,石崎（イシザキ）
31001,青森県,大間（オオマ）
31036,青森県,湯野川（ユノカワ）
31111,青森県,むつ（ムツ）
31121,青森県,小田野沢（オダノサワ）
31136,青森県,今別（イマベツ）
31156,青森県,脇野沢（ワキノサワ）
31186,青森県,市浦（シウラ）
31201,青森県,蟹田（カニタ）
31296,青森県,五所川原（ゴショガワラ）
31312,青森県,青森（アオモリ）
31321,青森県,大和山（ヤマトヤマ）
31332,青森県,野辺地（ノヘジ）
31336,青森県,六ケ所（ロッカショ）
31366,青森県,鰺ケ沢（アジガサワ）
31386,青森県,青森大谷（アオモリオオタニ）
31411,青森県,七戸（シチノヘ）
31436,青森県,深浦（フカウラ）
31451,青森県,岳（ダケ）
31461,青森県,弘前（ヒロサキ）
31466,青森県,黒石（クロイシ）
31482,青森県,酸ケ湯（スカユ）
31506,青森県,三沢（ミサワ）
31551,青森県,大鰐（オオワニ）
31562,青森県,温川（ヌルカワ）
31586,青森県,十和田（トワダ）
31602,青森県,八戸（ハチノヘ）
31646,青森県,碇ケ関（イカリガセキ）
31662,青森県,休屋（ヤスミヤ）
31671,青森県,戸来（ヘライ）
31721,青森県,三戸（サンノヘ）
32056,秋田県,八森（ハチモリ）
32071,秋田県,藤里（フジサト）
32091,秋田県,陣場（ジンバ）
32096,秋田県,藤原（フジワラ）
32111,秋田県,能代（ノシロ）
32126,秋田県,鷹巣（タカノス）
32136,秋田県,大館（オオダテ）
32146,秋田県,鹿角（カヅノ）
32181,秋田県,脇神（ワキガミ）
32206,秋田県,湯瀬（ユゼ）
32266,秋田県,八幡平（ハチマンタイ）
32276,秋田県,男鹿真山（オガシンザン）
32286,秋田県,男鹿（オガ）
32287,秋田県,大潟（オオガタ）
32296,秋田県,五城目（ゴジョウメ）
32311,秋田県,阿仁合（アニアイ）
32312,秋田県,比立内（ヒタチナイ）
32376,秋田県,桧木内（ヒノキナイ）
32402,秋田県,秋田（アキタ）
32407,秋田県,岩見三内（イワミサンナイ）
32408,秋田県,仁別（ニベツ）
32426,秋田県,鎧畑（ヨロイバタ）
32431,秋田県,田沢湖高原（タザワココウゲン）
32451,秋田県,雄和（ユウワ）
32466,秋田県,角館（カクノダテ）
32476,秋田県,田沢湖（タザワコ）
32496,秋田県,大正寺（ダイショウジ）
32551,秋田県,大曲（オオマガリ）
32571,秋田県,本荘（ホンジョウ）
32581,秋田県,東由利（ヒガシユリ）
32596,秋田県,横手（ヨコテ）
32616,秋田県,にかほ（ニカホ）
32626,秋田県,矢島（ヤシマ）
32681,秋田県,笹子（ジネゴ）
32691,秋田県,湯沢（ユザワ）
32701,秋田県,東成瀬（ヒガシナルセ）
32771,秋田県,湯の岱（ユノタイ）
33006,岩手県,種市（タネイチ）
33026,岩手県,軽米（カルマイ）
33071,岩手県,二戸（ニノヘ）
33086,岩手県,大野（オオノ）
33136,岩手県,山形（ヤマガタ）
33146,岩手県,久慈（クジ）
33166,岩手県,荒屋（アラヤ）
33176,岩手県,奥中山（オクナカヤマ）
33186,岩手県,葛巻（クズマキ）
33201,岩手県,下戸鎖（シモトクサリ）
33206,岩手県,普代（フダイ）
33226,岩手県,岩手松尾（イワテマツオ）
33231,岩手県,一方井（イッカタイ）
33296,岩手県,好摩（コウマ）
33326,岩手県,岩泉（イワイズミ）
33336,岩手県,小本（オモト）
33351,岩手県,葛根田（カッコンダ）
33361,岩手県,滝沢（タキザワ）
33371,岩手県,薮川（ヤブカワ）
33421,岩手県,雫石（シズクイシ）
33431,岩手県,盛岡（モリオカ）
33441,岩手県,区界（クザカイ）
33461,岩手県,刈屋（カリヤ）
33472,岩手県,宮古（ミヤコ）
33486,岩手県,沢内（サワウチ）
33501,岩手県,紫波（シワ）
33526,岩手県,川井（カワイ）
33566,岩手県,豊沢（トヨサワ）
33576,岩手県,花巻（ハナマキ）
33581,岩手県,大迫（オオハサマ）
33596,岩手県,附馬牛（ツキモウシ）
33611,岩手県,大槌（オオツチ）
33616,岩手県,山田（ヤマダ）
33631,岩手県,湯田（ユダ）
33671,岩手県,遠野（トオノ）
33686,岩手県,新町（シンチョウ）
33711,岩手県,金ヶ崎（カネガサキ）
33716,岩手県,北上（キタカミ）
33726,岩手県,米里（ヨネサト）
33751,岩手県,釜石（カマイシ）
33776,岩手県,若柳（ワカヤナギ）
33781,岩手県,江刺（エサシ）
33801,岩手県,住田（スミタ）
33831,岩手県,祭畤（マツルベ）
33841,岩手県,衣川（コロモガワ）
33856,岩手県,大東（ダイトウ）
33871,岩手県,陸前高田（リクゼンタカタ）
33877,岩手県,大船渡（オオフナト）
33911,岩手県,一関（イチノセキ）
33921,岩手県,千厩（センマヤ）
34012,宮城県,駒ノ湯（コマノユ）
34026,宮城県,気仙沼（ケセンヌマ）
34056,宮城県,鴬沢（ウグイスザワ）
34096,宮城県,川渡（カワタビ）
34111,宮城県,築館（ツキダテ）
34171,宮城県,米山（ヨネヤマ）
34186,宮城県,志津川（シヅガワ）
34206,宮城県,加美（カミ）
34216,宮城県,古川（フルカワ）
34231,宮城県,桃生（モノウ）
34241,宮城県,雄勝（オガツ）
34262,宮城県,泉ケ岳（イズミガダケ）
34266,宮城県,大衡（オオヒラ）
34276,宮城県,鹿島台（カシマダイ）
34286,宮城県,東松島（ヒガシマツシマ）
34292,宮城県,石巻（イシノマキ）
34296,宮城県,女川（オナガワ）
34311,宮城県,新川（ニッカワ）
34331,宮城県,塩釜（シオガマ）
34392,宮城県,仙台（センダイ）
34431,宮城県,岩沼（イワヌマ）
34436,宮城県,名取（ナトリ）
34461,宮城県,白石（シロイシ）
34462,宮城県,蔵王（ザオウ）
34471,宮城県,亘理（ワタリ）
34506,宮城県,丸森（マルモリ）
34526,宮城県,筆甫（ヒッポ）
35002,山形県,飛島（トビシマ）
35052,山形県,酒田（サカタ）
35056,山形県,酒田大沢（サカタオオサワ）
35071,山形県,差首鍋（サスナベ）
35086,山形県,浜中（ハマナカ）
35116,山形県,金山（カネヤマ）
35141,山形県,鶴岡（ツルオカ）
35146,山形県,狩川（カリカワ）
35162,山形県,新庄（シンジョウ）
35171,山形県,瀬見（セミ）
35176,山形県,向町（ムカイマチ）
35201,山形県,櫛引（クシビキ）
35216,山形県,肘折（ヒジオリ）
35231,山形県,尾花沢（オバナザワ）
35246,山形県,鼠ケ関（ネズガセキ）
35256,山形県,荒沢（アラサワ）
35332,山形県,村山（ムラヤマ）
35334,山形県,東根（ヒガシネ）
35361,山形県,大井沢（オオイサワ）
35376,山形県,左沢（アテラザワ）
35426,山形県,山形（ヤマガタ）
35456,山形県,長井（ナガイ）
35466,山形県,上山中山（カミノヤマナカヤマ）
35486,山形県,小国（オグニ）
35511,山形県,高畠（タカハタ）
35537,山形県,中津川（ナカツガワ）
35541,山形県,高峰（タカミネ）
35552,山形県,米沢（ヨネザワ）
36056,福島県,茂庭（モニワ）
36066,福島県,梁川（ヤナガワ）
36081,福島県,新地（シンチ）
36106,福島県,桧原（ヒバラ）
36126,福島県,福島（フクシマ）
36151,福島県,相馬（ソウマ）
36176,福島県,喜多方（キタカタ）
36196,福島県,鷲倉（ワシクラ）
36221,福島県,飯舘（イイタテ）
36231,福島県,原町（ハラマチ）
36251,福島県,西会津（ニシアイヅ）
36276,福島県,猪苗代（イナワシロ）
36291,福島県,二本松（ニホンマツ）
36307,福島県,津島（ツシマ）
36342,福島県,金山（カネヤマ）
36361,福島県,若松（ワカマツ）
36391,福島県,船引（フネヒキ）
36411,福島県,浪江（ナミエ）
36426,福島県,只見（タダミ）
36461,福島県,湖南（コナン）
36476,福島県,郡山（コオリヤマ）
36501,福島県,川内（カワウチ）
36511,福島県,富岡（トミオカ）
36536,福島県,南郷（ナンゴウ）
36562,福島県,湯本（ユモト）
36571,福島県,長沼（ナガヌマ）
36581,福島県,玉川（タマカワ）
36591,福島県,小野新町（オノニイマチ）
36597,福島県,川前（カワマエ）
36611,福島県,広野（ヒロノ）
36641,福島県,田島（タジマ）
36667,福島県,白河（シラカワ）
36676,福島県,石川（イシカワ）
36716,福島県,桧枝岐（ヒノエマタ）
36726,福島県,舘岩（タテイワ）
36766,福島県,古殿（フルドノ）
36781,福島県,平（タイラ）
36821,福島県,東白川（ヒガシシラカワ）
36836,福島県,山田（ヤマダ）
36846,福島県,小名浜（オナハマ）
40041,茨城県,花園（ハナゾノ）
40046,茨城県,北茨城（キタイバラキ）
40061,茨城県,大子（ダイゴ）
40066,茨城県,徳田（トクダ）
40076,茨城県,大能（オオノウ）
40091,茨城県,常陸大宮（ヒタチオオミヤ）
40126,茨城県,中野（ナカノ）
40136,茨城県,日立（ヒタチ）
40181,茨城県,門井（カドイ）
40191,茨城県,笠間（カサマ）
40201,茨城県,水戸（ミト）
40221,茨城県,古河（コガ）
40231,茨城県,下館（シモダテ）
40241,茨城県,柿岡（カキオカ）
40251,茨城県,美野里（ミノリ）
40281,茨城県,下妻（シモツマ）
40311,茨城県,鉾田（ホコタ）
40326,茨城県,坂東（バンドウ）
40336,茨城県,つくば（ツクバ）(館野（タテノ）)
40341,茨城県,土浦（ツチウラ）
40391,茨城県,江戸崎（エドサキ）
40406,茨城県,鹿嶋（カシマ）
40426,茨城県,龍ケ崎（リュウガサキ）
41011,栃木県,那須高原（ナスコウゲン）
41076,栃木県,五十里（イカリ）
41091,栃木県,黒磯（クロイソ）
41116,栃木県,土呂部（ドロブ）
41141,栃木県,大田原（オオタワラ）
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）)
41171,栃木県,今市（イマイチ）
41181,栃木県,塩谷（シオヤ）
41211,栃木県,足尾（アシオ）
41241,栃木県,高根沢（タカネザワ）
41247,栃木県,那須烏山（ナスカラスヤマ）
41271,栃木県,鹿沼（カヌマ）
41277,栃木県,宇都宮（ウツノミヤ）
41311,栃木県,葛生（クズウ）
41331,栃木県,真岡（モオカ）
41356,栃木県,足利（アシカガ）
41361,栃木県,佐野（サノ）
41371,栃木県,栃木（トチギ）
41376,栃木県,小山（オヤマ）
42046,群馬県,藤原（フジワラ）
42091,群馬県,みなかみ（ミナカミ）
42106,群馬県,片品（カタシナ）
42121,群馬県,草津（クサツ）
42146,群馬県,沼田（ヌマタ）
42186,群馬県,中之条（ナカノジョウ）
42221,群馬県,田代（タシロ）
42241,群馬県,榛名山（ハルナサン）
42251,群馬県,前橋（マエバシ）
42261,群馬県,黒保根（クロホネ）
42266,群馬県,桐生（キリュウ）
42286,群馬県,上里見（カミサトミ）
42302,群馬県,伊勢崎（イセサキ）
42326,群馬県,西野牧（ニシノマキ）
42341,群馬県,藤岡（フジオカ）
42366,群馬県,館林（タテバヤシ）
42396,群馬県,神流（カンナ）
43051,埼玉県,寄居（ヨリイ）
43056,埼玉県,熊谷（クマガヤ）
43091,埼玉県,上吉田（カミヨシダ）
43121,埼玉県,鴻巣（コウノス）
43126,埼玉県,久喜（クキ）
43151,埼玉県,三峰（ミツミネ）
43156,埼玉県,秩父（チチブ）
43157,埼玉県,浦山（ウラヤマ）
43162,埼玉県,ときがわ（トキガワ）
43171,埼玉県,鳩山（ハトヤマ）
43231,埼玉県,飯能（ハンノウ）
43241,埼玉県,さいたま（サイタマ）
43256,埼玉県,越谷（コシガヤ）
43266,埼玉県,所沢（トコロザワ）
44046,東京都,小河内（オゴウチ）
44051,東京都,小沢（オザワ）
44056,東京都,青梅（オウメ）
44071,東京都,練馬（ネリマ）
44112,東京都,八王子（ハチオウジ）
44116,東京都,府中（フチュウ）
44126,東京都,世田谷（セタガヤ）
44132,東京都,東京（トウキョウ）
44136,東京都,江戸川臨海（エドガワリンカイ）
44166,東京都,羽田（ハネダ）
44172,東京都,大島（オオシマ）
44173,東京都,大島北ノ山（オオシマキタノヤマ）
44191,東京都,利島（トシマ）
44207,東京都,新島（ニイジマ）
44216,東京都,神津島（コウヅシマ）
44226,東京都,三宅島（ミヤケジマ）
44228,東京都,三宅坪田（ミヤケツボタ）
44262,東京都,八重見ヶ原（ヤエミガハラ）
44263,東京都,八丈島（ハチジョウジマ）
44281,東京都,青ヶ島（アオガシマ）
44301,東京都,父島（チチジマ）
44316,東京都,母島（ハハジマ）
45061,千葉県,我孫子（アビコ）
45081,千葉県,香取（カトリ）
45086,千葉県,東庄（トウノショウ）
45106,千葉県,船橋（フナバシ）
45116,千葉県,佐倉（サクラ）
45121,千葉県,成田（ナリタ）
45147,千葉県,銚子（チョウシ）
45181,千葉県,横芝光（ヨコシバヒカリ）
45212,千葉県,千葉（チバ）
45261,千葉県,茂原（モバラ）
45282,千葉県,木更津（キサラヅ）
45291,千葉県,牛久（ウシク）
45326,千葉県,坂畑（サカハタ）
45331,千葉県,大多喜（オオタキ）
45346,千葉県,鋸南（キョナン）
45361,千葉県,鴨川（カモガワ）
45371,千葉県,勝浦（カツウラ）
45401,千葉県,館山（タテヤマ）
46001,神奈川県,相模湖（サガミコ）
46046,神奈川県,相模原中央（サガミハラチュウオウ）
46061,神奈川県,日吉（ヒヨシ）
46076,神奈川県,丹沢湖（タンザワコ）
46091,神奈川県,海老名（エビナ）
46106,神奈川県,横浜（ヨコハマ）
46136,神奈川県,平塚（ヒラツカ）
46141,神奈川県,辻堂（ツジドウ）
46161,神奈川県,箱根（ハコネ）
46166,神奈川県,小田原（オダワラ）
46211,神奈川県,三浦（ミウラ）
48031,長野県,野沢温泉（ノザワオンセン）
48061,長野県,信濃町（シナノマチ）
48066,長野県,飯山（イイヤマ）
48097,長野県,小谷（オタリ）
48141,長野県,白馬（ハクバ）
48146,長野県,鬼無里（キナサ）
48156,長野県,長野（ナガノ）
48172,長野県,笠岳（カサダケ）
48191,長野県,大町（オオマチ）
48196,長野県,信州新町（シンシュウシンマチ）
48216,長野県,菅平（スガダイラ）
48247,長野県,聖高原（ヒジリコウゲン）
48256,長野県,上田（ウエダ）
48296,長野県,穂高（ホタカ）
48321,長野県,東御（トウミ）
48331,長野県,軽井沢（カルイザワ）
48346,長野県,上高地（カミコウチ）
48361,長野県,松本（マツモト）
48363,長野県,松本今井（マツモトイマイ）
48371,長野県,鹿教湯（カケユ）
48381,長野県,立科（タテシナ）
48386,長野県,佐久（サク）
48436,長野県,白樺湖（シラカバコ）
48466,長野県,奈川（ナガワ）
48491,長野県,諏訪（スワ）
48516,長野県,北相木（キタアイキ）
48531,長野県,開田高原（カイダコウゲン）
48536,長野県,木祖薮原（キソヤブハラ）
48546,長野県,辰野（タツノ）
48556,長野県,高遠（タカトオ）
48561,長野県,原村（ハラムラ）
48571,長野県,野辺山（ノベヤマ）
48601,長野県,御嶽山（オンタケサン）
48606,長野県,木曽福島（キソフクシマ）
48621,長野県,伊那（イナ）
48681,長野県,宮田高原（ミヤダコウゲン）
48691,長野県,杉島（スギシマ）
48716,長野県,須原（スハラ）
48717,長野県,南木曽（ナギソ）
48731,長野県,飯島（イイジマ）
48737,長野県,大鹿（オオシカ）
48767,長野県,飯田（イイダ）
48826,長野県,浪合（ナミアイ）
48836,長野県,阿南（アナン）
48841,長野県,南信濃（ミナミシナノ）
49036,山梨県,大泉（オオイズミ）
49052,山梨県,乙女湖（オトメコ）
49086,山梨県,韮崎（ニラサキ）
49142,山梨県,甲府（コウフ）
49151,山梨県,勝沼（カツヌマ）
49161,山梨県,大月（オオツキ）
49172,山梨県,上野原（ウエノハラ）
49187,山梨県,富士川（フジカワ）
49196,山梨県,古関（フルセキ）
49236,山梨県,切石（キリイシ）
49251,山梨県,河口湖（カワグチコ）
49256,山梨県,山中（ヤマナカ）
49316,山梨県,南部（ナンブ）
50056,静岡県,白糸（シライト）
50106,静岡県,井川（イカワ）
50112,静岡県,有東木（ウトウギ）
50136,静岡県,御殿場（ゴテンバ）
50196,静岡県,富士（フジ）
50206,静岡県,三島（ミシマ）
50226,静岡県,佐久間（サクマ）
50232,静岡県,春野（ハルノ）
50241,静岡県,川根本町（カワネホンチョウ）
50247,静岡県,鍵穴（カギアナ）
50261,静岡県,清水（シミズ）
50281,静岡県,網代（アジロ）
50296,静岡県,熊（クマ）
50317,静岡県,高根山（タカネサン）
50331,静岡県,静岡（シズオカ）
50371,静岡県,三ヶ日（ミッカビ）
50386,静岡県,天竜（テンリュウ）
50391,静岡県,三倉（ミクラ）
50416,静岡県,土肥（トイ）
50426,静岡県,湯ケ島（ユガシマ）
50427,静岡県,天城山（アマギサン）
50456,静岡県,浜松（ハママツ）
50466,静岡県,掛川（カケガワ）
50476,静岡県,菊川牧之原（キクガワマキノハラ）
